hgnc_id	symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_group	gene_group_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	in_omim	in_panelapp_uk
HGNC:7492	MT-TM	mitochondrially encoded tRNA-Met (AUA/G)	non-coding RNA	RNA, transfer	Approved	mitochondria	mitochondria	trnM		MTTM	tRNA methionine|mitochondrially encoded tRNA methionine	Mitochondrially encoded transfer RNAs	843	1989-10-12	2005-02-16	2018-11-16	2021-12-02	4569	ENSG00000210112		uc064xow.1					7219534	False	True
HGNC:7493	MT-TN	mitochondrially encoded tRNA-Asn (AAU/C)	non-coding RNA	RNA, transfer	Approved	mitochondria	mitochondria	trnN		MTTN	tRNA asparagine|mitochondrially encoded tRNA asparagine	Mitochondrially encoded transfer RNAs	843	1989-10-12	2005-02-16	2018-11-16	2021-12-02	4570	ENSG00000210135		uc022bqr.2					7219534	False	True
HGNC:7494	MT-TP	mitochondrially encoded tRNA-Pro (CCN)	non-coding RNA	RNA, transfer	Approved	mitochondria	mitochondria	trnP		MTTP	tRNA proline|mitochondrially encoded tRNA proline	Mitochondrially encoded transfer RNAs	843	1989-10-11	2005-02-16	2018-11-16	2021-05-26	4571	ENSG00000210196		uc022bqx.2					7219534	False	True
HGNC:7495	MT-TQ	mitochondrially encoded tRNA-Gln (CAA/G)	non-coding RNA	RNA, transfer	Approved	mitochondria	mitochondria	trnQ		MTTQ	tRNA glutamine|mitochondrially encoded tRNA glutamine	Mitochondrially encoded transfer RNAs	843	1989-10-12	2005-02-16	2018-11-16	2021-12-02	4572	ENSG00000210107		uc033dml.1					7219534	False	True
HGNC:7496	MT-TR	mitochondrially encoded tRNA-Arg (CGN)	non-coding RNA	RNA, transfer	Approved	mitochondria	mitochondria	trnR		MTTR	tRNA arginine|mitochondrially encoded tRNA arginine	Mitochondrially encoded transfer RNAs	843	1989-10-12	2005-02-16	2018-11-16	2021-12-02	4573	ENSG00000210174		uc064xpi.1					7219534	False	True
HGNC:7497	MT-TS1	mitochondrially encoded tRNA-Ser (UCN) 1	non-coding RNA	RNA, transfer	Approved	mitochondria	mitochondria	TRNS1		MTTS1	tRNA serine 1 (UCN)|mitochondrially encoded tRNA serine 1 (UCN)	Mitochondrially encoded transfer RNAs	843	1989-10-12	2005-02-16	2018-11-16	2021-12-02	4574	ENSG00000210151		uc064xpb.1					7219534	False	True
HGNC:7498	MT-TS2	mitochondrially encoded tRNA-Ser (AGU/C) 2	non-coding RNA	RNA, transfer	Approved	mitochondria	mitochondria	TRNS2|RP8		MTTS2	tRNA serine 2 (AGU/C)|mitochondrially encoded tRNA serine 2 (AGU/C)	Mitochondrially encoded transfer RNAs	843	1989-10-12	2005-02-16	2018-11-16	2021-12-02	4575	ENSG00000210184		uc004cow.3					7219534	False	True
HGNC:7499	MT-TT	mitochondrially encoded tRNA-Thr (ACN)	non-coding RNA	RNA, transfer	Approved	mitochondria	mitochondria	trnT		MTTT|LIMM	tRNA threonine|lethal infantile mitochondrial myopathy|mitochondrially encoded tRNA threonine	Mitochondrially encoded transfer RNAs	843	1989-10-11	2005-02-16	2018-11-16	2021-12-02	4576	ENSG00000210195		uc064xpn.1					7219534	False	True
HGNC:7500	MT-TV	mitochondrially encoded tRNA-Val (GUN)	non-coding RNA	RNA, transfer	Approved	mitochondria	mitochondria	trnV		MTTV	tRNA valine|mitochondrially encoded tRNA valine	Mitochondrially encoded transfer RNAs	843	1989-10-12	2005-02-16	2018-11-16	2021-12-02	4577	ENSG00000210077		uc004cor.2					7219534	False	True
HGNC:7501	MT-TW	mitochondrially encoded tRNA-Trp (UGA/G)	non-coding RNA	RNA, transfer	Approved	mitochondria	mitochondria	trnW		MTTW	tRNA tryptophan|mitochondrially encoded tRNA tryptophan	Mitochondrially encoded transfer RNAs	843	1989-10-12	2005-02-16	2018-11-16	2021-12-02	4578	ENSG00000210117		uc064xoy.1					7219534	False	True
HGNC:7502	MT-TY	mitochondrially encoded tRNA-Tyr (UAU/C)	non-coding RNA	RNA, transfer	Approved	mitochondria	mitochondria	trnY		MTTY	tRNA tyrosine|mitochondrially encoded tRNA tyrosine	Mitochondrially encoded transfer RNAs	843	1989-10-12	2005-02-16	2018-11-16	2021-12-02	4579	ENSG00000210144		uc064xpa.1					7219534	False	True
HGNC:7413	MTAP	methylthioadenosine phosphorylase	protein-coding gene	gene with protein product	Approved	9p21.3	09p21.3	MSAP|c86fus	S-methyl-5'-thioadenosine phosphorylase					2001-06-22			2023-01-20	4507	ENSG00000099810	OTTHUMG00000019690	uc003zph.4	AB062485	NM_002451		Q13126	11126361	True	False
HGNC:29121	MTCL1	microtubule crosslinking factor 1	protein-coding gene	gene with protein product	Approved	18p11.22	18p11.22			KIAA0802|CCDC165|SOGA2	KIAA0802|coiled-coil domain containing 165|SOGA family member 2			2004-04-29	2014-02-20	2014-02-20	2023-01-20	23255	ENSG00000168502	OTTHUMG00000131594		AB018345	NM_015210		Q9Y4B5	9872452|23902687	False	True
HGNC:29666	MTFMT	mitochondrial methionyl-tRNA formyltransferase	protein-coding gene	gene with protein product	Approved	15q22.31	15q22.31	FMT1						2005-07-19	2005-08-09		2023-01-20	123263	ENSG00000103707	OTTHUMG00000172371	uc002aof.5	AK055688	NM_139242	CCDS45280	Q96DP5	9614118	True	True
HGNC:7432	MTHFD1	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1	protein-coding gene	gene with protein product	Approved	14q23.3	14q23.3			MTHFC|MTHFD	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase	Minor histocompatibility antigens	870	1999-07-23		2016-05-03	2023-01-20	4522	ENSG00000100714	OTTHUMG00000141309	uc001xhb.4	J04031	NM_001364837		P11586	3053686|2786332	True	True
HGNC:7436	MTHFR	methylenetetrahydrofolate reductase	protein-coding gene	gene with protein product	Approved	1p36.22	01p36.22				5,10-methylenetetrahydrofolate reductase (NADPH)|methylenetetrahydrofolate reductase (NAD(P)H)	Flavoproteins	2258	1994-07-15		2016-08-10	2023-01-20	4524	ENSG00000177000	OTTHUMG00000002277	uc001atc.3	BC053509	NM_005957		P42898	7920641	True	True
HGNC:7437	MTHFS	methenyltetrahydrofolate synthetase	protein-coding gene	gene with protein product	Approved	15q25.1	15q25.1	HsT19268	5,10-methenyltetrahydrofolate synthetase|5-formyltetrahydrofolate cyclo-ligase		5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase)			1999-07-09		2017-01-03	2023-01-20	10588	ENSG00000136371	OTTHUMG00000144174	uc002bex.5	L38928	NM_006441	CCDS10311	P49914	8522195	True	True
HGNC:7448	MTM1	myotubularin 1	protein-coding gene	gene with protein product	Approved	Xq28	Xq28				myotubular myopathy 1	Myotubularins|Phosphoinositide phosphatases	903|1079	2001-06-22			2023-01-20	4534	ENSG00000171100	OTTHUMG00000024158	uc004fef.5	U46024	NM_000252	CCDS14694	Q13496		True	True
HGNC:7450	MTMR2	myotubularin related protein 2	protein-coding gene	gene with protein product	Approved	11q21	11q21	KIAA1073	phosphatidylinositol-3-phosphatase|phosphoinositide-3-phosphatase	CMT4B		Myotubularins|Phosphoinositide phosphatases	903|1079	1999-02-05			2023-01-20	8898	ENSG00000087053	OTTHUMG00000153837	uc001pfu.4	U58033	NM_016156	CCDS8305|CCDS8306	Q13614	8640223|9736772	True	True
HGNC:19261	MTO1	mitochondrial tRNA translation optimization 1	protein-coding gene	gene with protein product	Approved	6q13	06q13				mitochondrial translation optimization 1 homolog (S. cerevisiae)	Flavoproteins	2258	2003-05-21		2013-05-07	2023-01-20	25821	ENSG00000135297	OTTHUMG00000015032	uc003pgz.5	AF132937	NM_012123	CCDS4979|CCDS34485|CCDS47452	Q9Y2Z2	12011058|22608499	True	True
HGNC:3942	MTOR	mechanistic target of rapamycin kinase	protein-coding gene	gene with protein product	Approved	1p36.22	01p36.22	RAFT1|RAPT1|FLJ44809	FK506 binding protein 12-rapamycin associated protein 2|rapamycin target protein|FKBP12-rapamycin complex-associated protein 1|FKBP-rapamycin associated protein|rapamycin associated protein FRAP2|dJ576K7.1 (FK506 binding protein 12-rapamycin associated protein 1)|rapamycin and FKBP12 target 1|mammalian target of rapamycin	FRAP|FRAP2|FRAP1	FK506 binding protein 12-rapamycin associated protein 1|mechanistic target of rapamycin (serine/threonine kinase)|mechanistic target of rapamycin	MTOR complex 1|MTOR complex 2|Armadillo like helical domain containing	1332|1333|1492	1995-07-18	2009-05-29	2017-08-04	2025-04-24	2475	ENSG00000198793	OTTHUMG00000002001	uc001asd.4	L34075	NM_004958	CCDS127	P42345	8008069|8660990|34032352	True	True
HGNC:25532	MTPAP	mitochondrial poly(A) polymerase	protein-coding gene	gene with protein product	Approved	10p11.23	10p11.23	FLJ10486|SPAX4|TENT6	TUTase1	PAPD1	PAP associated domain containing 1	Non-canonical poly(A) polymerases|Terminal nucleotidyltransferases	1318|1619	2004-04-07	2009-01-12	2009-01-12	2023-01-20	55149	ENSG00000107951	OTTHUMG00000017895	uc001iva.5	AL122121	NM_018109	CCDS7165	Q9NVV4	12239557|15769737|15547249	False	True
HGNC:7468	MTR	5-methyltetrahydrofolate-homocysteine methyltransferase	protein-coding gene	gene with protein product	Approved	1q43	01q43	cblG	Methionine synthase			Homocysteine domain containing methyltransferases|Small molecule methyltransferases	3351|3372	1986-01-01			2023-01-20	4548	ENSG00000116984	OTTHUMG00000040060	uc001hyi.5	U73338	NM_000254		Q99707	8968735	True	True
HGNC:26784	MTRFR	mitochondrial translation release factor in rescue	protein-coding gene	gene with protein product	Approved	12q24.31	12q24.31	FLJ38663|SPG55|COXPD7|mtRF-R		C12orf65	chromosome 12 open reading frame 65	Mitochondrial translation release factor family	2044	2007-02-26	2021-01-07	2021-01-07	2023-01-20	91574	ENSG00000130921	OTTHUMG00000168852	uc001uen.4	AK095982	NM_152269	CCDS9244	Q9H3J6	33243891|31896602|20598281|23188110|26380172	True	True
HGNC:7473	MTRR	5-methyltetrahydrofolate-homocysteine methyltransferase reductase	protein-coding gene	gene with protein product	Approved	5p15.31	05p15.31	cblE	Methionine synthase reductase			Flavoproteins	2258	1998-04-20			2023-01-20	4552	ENSG00000124275	OTTHUMG00000090477	uc003jee.5	AF025794	NM_001364440	CCDS47190	Q9UBK8	9501215	True	True
HGNC:25094	MTSS2	MTSS I-BAR domain containing 2	protein-coding gene	gene with protein product	Approved	16q22.1	16q22.1	ABBA-1|LOC92154|ABBA	actin-bundling protein with BAIAP2 homology	MTSS1L	metastasis suppressor 1 like|MTSS1L, I-BAR domain containing	I-BAR domain containing	1287	2008-12-05	2019-01-22	2019-01-22	2023-10-20	92154	ENSG00000132613	OTTHUMG00000177023	uc002ezj.4		NM_138383	CCDS32476	Q765P7	20875796	True	False
HGNC:7467	MTTP	microsomal triglyceride transfer protein	protein-coding gene	gene with protein product	Approved	4q23	04q23	ABL		MTP	microsomal triglyceride transfer protein (large polypeptide, 88kD)|microsomal triglyceride transfer protein (large polypeptide, 88kDa)			1994-12-07	2005-11-04	2005-11-04	2023-01-20	4547	ENSG00000138823	OTTHUMG00000131023	uc003hvc.5		NM_000253		P55157	8111381	True	True
HGNC:7506	MTX2	metaxin 2	protein-coding gene	gene with protein product	Approved	2q31.1	02q31.1					Metaxins	1682	1999-07-14			2023-03-15	10651	ENSG00000128654	OTTHUMG00000132514	uc002ukx.4	AF053551	NM_006554	CCDS2272	O75431	10381257|17624330	True	True
HGNC:7508	MUC1	mucin 1, cell surface associated	protein-coding gene	gene with protein product	Approved	1q22	01q22	CD227|PEM|ADMCKD|ADMCKD1|MCKD|MCD|KL-6|EMA|Ca15-3	epithelial membrane antigen	PUM|MCKD1	mucin 1, transmembrane|medullary cystic kidney disease 1 (autosomal dominant)	CD molecules|Mucins	471|648	1986-01-01		2006-03-14	2023-03-15	4582	ENSG00000185499	OTTHUMG00000035681	uc001fik.4	J05581	NM_002456		P15941	1697589|23396133	True	True
HGNC:7525	MUSK	muscle associated receptor tyrosine kinase	protein-coding gene	gene with protein product	Approved	9q31.3	09q31.3				muscle, skeletal, receptor tyrosine kinase	Receptor tyrosine kinases|I-set domain containing|Immunoglobulin like domain containing	321|593|594	1997-04-10		2016-04-19	2023-01-20	4593	ENSG00000030304	OTTHUMG00000020485	uc064vaj.1	AF006464	NM_001166280	CCDS48005|CCDS75874	O15146	7546737	True	True
HGNC:7527	MUTYH	mutY DNA glycosylase	protein-coding gene	gene with protein product	Approved	1p34.1	01p34.1	MYH			mutY homolog (E. coli)	DNA glycosylases	1024	1997-10-24		2015-06-23	2023-03-15	4595	ENSG00000132781	OTTHUMG00000007682	uc001cnm.4	U63329	NM_012222		Q9UIF7	7823963|10684930	True	True
HGNC:7529	MVD	mevalonate diphosphate decarboxylase	protein-coding gene	gene with protein product	Approved	16q24.2	16q24.2	MPD	mevalonate pyrophosphate decarboxylase|diphosphomevalonate decarboxylase		mevalonate (diphospho) decarboxylase			1997-12-05		2015-12-04	2023-01-20	4597	ENSG00000167508	OTTHUMG00000137865	uc002flg.2	U49260	NM_002461	CCDS10968	P53602	8626466	True	True
HGNC:7530	MVK	mevalonate kinase	protein-coding gene	gene with protein product	Approved	12q24.11	12q24.11	LRBP|MK	LH receptor mRNA-binding protein|mevalonic aciduria		mevalonate kinase (mevalonic aciduria)			1992-10-06		2008-01-30	2023-01-20	4598	ENSG00000110921	OTTHUMG00000169256	uc009zvk.4	M88468	NM_000431	CCDS9132|CCDS73522	Q03426	1377680	True	True
HGNC:7534	MXI1	MAX interactor 1, dimerization protein	protein-coding gene	gene with protein product	Approved	10q25.2	10q25.2	MXD2|MAD2|MXI|bHLHc11			MAX interacting protein 1|MAX interactor 1	Basic helix-loop-helix proteins|MAX dimerization proteins	420|637	1994-02-16		2012-11-15	2023-01-20	4601	ENSG00000119950	OTTHUMG00000019033	uc001kyy.3	BC016678	NM_130439		P50539	7959753	True	False
HGNC:7546	MYBBP1A	MYB binding protein 1a	protein-coding gene	gene with protein product	Approved	17p13.2	17p13.2	P160|PAP2|FLJ37886|Pol5	p53-activated protein-2		MYB binding protein (P160) 1a	Armadillo like helical domain containing|B-WICH chromatin-remodelling complex subunits	1492|1787	1999-06-25		2016-03-31	2023-01-20	10514	ENSG00000132382	OTTHUMG00000090747	uc002fyb.5	AF147709	NM_014520		Q9BQG0	10644447	False	True
HGNC:7549	MYBPC1	myosin binding protein C1	protein-coding gene	gene with protein product	Approved	12q23.2	12q23.2	ssMyBP-C	slow skeletal-type muscle myosin-binding-protein C		myosin-binding protein C, slow-type	I-set domain containing|Myosin binding proteins	593|658	1993-12-15		2019-10-02	2023-01-20	4604	ENSG00000196091	OTTHUMG00000170274	uc001tih.4		NM_001254718		Q00872	8375400|16918501	True	True
HGNC:7551	MYBPC3	myosin binding protein C3	protein-coding gene	gene with protein product	Approved	11p11.2	11p11.2	FHC|cMyBP-C		CMH4	myosin-binding protein C, cardiac	I-set domain containing|Myosin binding proteins	593|658	1995-05-30		2019-10-02	2023-01-20	4607	ENSG00000134571	OTTHUMG00000166986	uc058bdz.1	X84075	NM_000256	CCDS53621	Q14896	7744002|8358441	True	True
HGNC:7553	MYC	MYC proto-oncogene, bHLH transcription factor	protein-coding gene	gene with protein product	Approved	8q24.21	08q24.21	c-Myc|bHLHe39|MYCC			v-myc avian myelocytomatosis viral oncogene homolog	Basic helix-loop-helix proteins	420	2001-06-22		2017-02-27	2023-01-20	4609	ENSG00000136997	OTTHUMG00000128475	uc064qdk.2		NM_001354870	CCDS6359|CCDS87627	P01106		True	False
HGNC:7559	MYCN	MYCN proto-oncogene, bHLH transcription factor	protein-coding gene	gene with protein product	Approved	2p24.3	02p24.3	bHLHe37|N-myc|MYCNOT		NMYC	v-myc avian myelocytomatosis viral oncogene neuroblastoma derived homolog	Basic helix-loop-helix proteins	420	2001-06-22		2017-02-27	2023-01-20	4613	ENSG00000134323	OTTHUMG00000039579	uc002rci.4	BC002712	NM_005378		P04198	20153925	True	True
HGNC:7562	MYD88	MYD88 innate immune signal transduction adaptor	protein-coding gene	gene with protein product	Approved	3p22.2	03p22.2		TLR adaptor MYD88		myeloid differentiation primary response gene (88)|myeloid differentiation primary response 88	TIR domain containing|My-T-BRC complex	1296|1632	1997-12-23		2019-01-22	2023-01-20	4615	ENSG00000172936	OTTHUMG00000131083	uc011ayi.3	U84408	NM_002468		Q99836	9013863	True	True
HGNC:7565	MYF5	myogenic factor 5	protein-coding gene	gene with protein product	Approved	12q21.31	12q21.31	bHLHc2				Basic helix-loop-helix proteins|Myogenic regulatory family	420|1609	1989-05-25			2023-01-20	4617	ENSG00000111049	OTTHUMG00000170166	uc001szg.3		NM_005593	CCDS9020	P13349	8978788|12105204	True	True
HGNC:7572	MYH2	myosin heavy chain 2	protein-coding gene	gene with protein product	Approved	17p13.1	17p13.1	MYH2A|MYHSA2|MyHC-IIa|MYHas8|MyHC-2A		IBM3	myosin, heavy polypeptide 2, skeletal muscle, adult|inclusion body myopathy 3, autosomal dominant	Myosin heavy chains, class II	1098	2001-06-22		2016-06-22	2023-01-20	4620	ENSG00000125414	OTTHUMG00000130363	uc002gmp.5		NM_017534	CCDS11156	Q9UKX2	7545970|11889243	True	True
HGNC:7573	MYH3	myosin heavy chain 3	protein-coding gene	gene with protein product	Approved	17p13.1	17p13.1	MYHC-EMB|MYHSE1|HEMHC|SMHCE	myosin, skeletal, heavy chain, embryonic 1|muscle embryonic myosin heavy chain 3		myosin, heavy polypeptide 3, skeletal muscle, embryonic	Myosin heavy chains, class II	1098	2001-06-22		2016-06-22	2023-01-20	4621	ENSG00000109063	OTTHUMG00000130367	uc002gmq.3		NM_002470	CCDS11157	P11055	2726495	True	True
HGNC:7576	MYH6	myosin heavy chain 6	protein-coding gene	gene with protein product	Approved	14q11.2	14q11.2		cardiomyopathy, hypertrophic 1		myosin, heavy polypeptide 6, cardiac muscle, alpha (cardiomyopathy, hypertrophic 1)	Myosin heavy chains, class II|MicroRNA protein coding host genes	1098|1691	1986-01-01		2016-06-22	2023-01-20	4624	ENSG00000197616	OTTHUMG00000028753	uc001wjv.3	D00943	NM_002471	CCDS9600	P13533	2144212	True	True
HGNC:7577	MYH7	myosin heavy chain 7	protein-coding gene	gene with protein product	Approved	14q11.2	14q11.2	CMD1S		CMH1|MPD1	myopathy, distal 1|myosin, heavy polypeptide 7, cardiac muscle, beta	Myosin heavy chains, class II|MicroRNA protein coding host genes	1098|1691	1986-01-01		2016-06-22	2023-01-20	4625	ENSG00000092054	OTTHUMG00000028755	uc001wjx.4	M58018	NM_000257	CCDS9601	P12883	2494889|8483915|15322983	True	True
HGNC:7578	MYH8	myosin heavy chain 8	protein-coding gene	gene with protein product	Approved	17p13.1	17p13.1	MyHC-peri|MyHC-pn			myosin, heavy polypeptide 8, skeletal muscle, perinatal	Myosin heavy chains, class II	1098	1990-03-12		2016-06-22	2023-01-20	4626	ENSG00000133020	OTTHUMG00000130361	uc002gmm.3		NM_002472	CCDS11153	P13535	2373371	True	True
HGNC:7579	MYH9	myosin heavy chain 9	protein-coding gene	gene with protein product	Approved	22q12.3	22q12.3	NMMHCA|NMHC-II-A|MHA|FTNS|EPSTS	nonmuscle myosin heavy chain II-A	DFNA17	myosin, heavy polypeptide 9, non-muscle	Myosin heavy chains, class II|MicroRNA protein coding host genes	1098|1691	1990-03-12		2016-06-22	2023-01-20	4627	ENSG00000100345	OTTHUMG00000030429	uc003apg.4		NM_002473	CCDS13927	P35579	1860190|11023810	True	True
HGNC:7568	MYH10	myosin heavy chain 10	protein-coding gene	gene with protein product	Approved	17p13.1	17p13.1	NMMHCB			myosin, heavy polypeptide 10, non-muscle	Myosin heavy chains, class II	1098	1991-05-15		2016-06-22	2023-01-20	4628	ENSG00000133026	OTTHUMG00000108195	uc002gll.5	M69181	NM_001256012		P35580	1860190	False	True
HGNC:7569	MYH11	myosin heavy chain 11	protein-coding gene	gene with protein product	Approved	16p13.11	16p13.11	SMMHC|SMHC|SMMS-1			myosin, heavy polypeptide 11, smooth muscle	Myosin heavy chains, class II	1098	1991-09-13		2016-06-22	2023-01-20	4629	ENSG00000133392	OTTHUMG00000129935	uc002ddy.4	X69292	NM_001040113		P35749	7684189	True	True
HGNC:23212	MYH14	myosin heavy chain 14	protein-coding gene	gene with protein product	Approved	19q13.33	19q13.33	FLJ13881|KIAA2034|MHC16|MYH17		DFNA4	myosin, heavy polypeptide 14|myosin, heavy chain 14, non-muscle	Myosin heavy chains, class II	1098	2003-10-15		2016-06-22	2023-01-20	79784	ENSG00000105357	OTTHUMG00000183034	uc010enu.2	AY165122	NM_024729		Q7Z406	12909352|15015131|17940200	True	True
HGNC:7582	MYL1	myosin light chain 1	protein-coding gene	gene with protein product	Approved	2q34	02q34	MLC1|MLC1F|MLC3F|MLC-1|MLC1/3	Myosin light chain 1/3, skeletal muscle isoform		myosin, light polypeptide 1, alkali; skeletal, fast|myosin, light chain 1, alkali; skeletal, fast	Myosin light chains, class 1	2039	1986-01-01		2015-11-13	2023-01-20	4632	ENSG00000168530	OTTHUMG00000132992	uc002veb.4		NM_079420		P05976	2304459|3422212|30215711	True	True
